title,body,label
"""김옥숙 변했네…이럴 수 있냐!"" 이순자 분노한 '오물통' 발언",야당에서 ‘반성의 빛이 전혀 없다’ ‘아직도 5공인 줄 아냐’는 등 반발이 쏟아졌다,1
미국 무역대표부(USTR) 대표 면담,(서울=연합뉴스) 산업통상자원부 정인교 통상교섭본부장이 8일(현지시간) 미국 워싱턴 D.C,1
하나라도 중대한 위헌-위법 판단땐 尹파면…탄핵심판 4대 쟁점은?,의사 전달이 있었던 건 처음이었다”고 증언했다,0
빨라진 조기 대선 시계...또다시 띄운 '개헌',하면 개헌은 가능한 상태이기는 합니다,0
"선관위, 대선 투·개표 절차 시연…""부정선거 의혹 해소""",투표지' 등에 대한 설명도 있었다,0
"한동훈 출마 선언 ""이제 남은 건 이재명""‥22일 후보 4명 선출","""계엄과 탄핵으로 고통받은 분들의 마음에 깊이 공감한다""고 했습니다",0
[돌비뉴스] 한덕수의 '뷰티풀 잉글리시'? 논란 불렀던 장면들 보니,비판이 많았죠,1
"국회의장 담화 ""대한민국, 새로운 출발선…통합·포용 리더십 필요""","연착륙 할 수 있다""고 말해 차기 정부의 국정안정 과제를 강조하기도 했다",0
"대선·개헌 동시투표 사실상 무산...이재명, 개헌 공약하나",[앵커] 우원식 국회의장이 이번 주 초 제안했던 '대선·개헌 동시투표 주장'을 거둬들이기로 했습니다,0
"김상욱 “제명돼야 할 사람은 윤석열, 나에 대한 탈당 압박은 폭력” [김은지의 뉴스IN]",당이 잘하고 있냐 하면 잘 모르겠어요,1
"CIA도 구조조정 칼바람…머스크, 직접방문해 조직개편 논의",손을 들어줬다,1
"'공천 개입 의혹' 김건희, 검찰 포토라인 피하기 어려운 상황..이제는 예외 없다",부분은 약간의 재판관들끼리의 이견이 있었던 것은 같아요,1
담양군수 재선거 정철원 당선… 조국혁신당 첫 단체장,득표율 51.82%…2위와 904표 차이 4·2 전남 담양군수 재선거에서 당선된 조국혁신당 정철원 후보가 2일 선거사무소에서 지지자들과 함께 기쁨을 나누고 있다,0
혁신당 정철원 담양군수 후보 당선 '환호',[담양=뉴시스] 김혜인 기자 = 2일 오후 4·2 전남 담양군수 재선거에 당선된 정철원 조국혁신당 후보자 선거사무소에서 군민과 지지자들이 환호를 보내고 있다,0
"한 대행 헌법재판관 지명에…민주 ""탄핵 유도하나"" 국힘 ""용단을 내린 것""","한덕수, 이완규·함상규 헌법재판관 후보자로 지명…마은혁도 임명 민주 ""한 대행, 스스로 탄핵 유도…권한대행 권한 넘어서는 것"" 국힘 ""높이 평가할 만한 용기 있는 결정…민주당 청문회 열어야"" [서울=뉴시스] 최진석 기자 = 한덕수 대통령 권한대행 국무총리가 8일 정부서울청사에서 열린 국무회의에 입장하고 있다",1
‘게임체인저’ 유·무인 복합체계…15년 뒤 5위권 노린다,"■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!",1
국힘 대선후보 1차 경선 4인→ 2차 2인 압축(종합),"경선룰 1차 국민여론조사 100%, 2차는 당원투표 50%, 국민 50%- 과반득표 받을땐 즉시 후보 확정국민의힘이 두 차례 예비경선(컷오프)을 통해 대선후보를 각각 4명, 2명 순으로 압축하기로 했다",0
"이언주 ""이재명, 무당층 비호감? 민주 지지층은 결집... 지금 당장 지지율 의미 없어""","- 민주 '미래경제성장전략위', 경제성장 위한 밑그림 준비 - 트럼프 '관세 폭풍', 우리 산업 생태계 무너질 수도 있어 - 한덕수, 이미 파면된 대통령의 권한대행.",1
담양군수 재선거서 조국혁신당 승리…민주당 텃밭에 '일침',영광·곡성군수 재보선 연패 후 지방선거 교두보 확보 가능성 보여'지역토박이' 민심에 호응 분석…고흥군의원 재선거도 무소속 승리 민주당 이재명 대표까지 지원 유세 나섰으나 체면 구겨 전남 담양군수 재선거 조국혁신당 정철원 당선(담양=연합뉴스) 4·2 재보궐선거 전남 담양군수 재선거에서 당선된 조국혁신당 정철원 후보가 2일 오전 선거사무소에서 지지자들과 함께 기쁨을 나누고 있다,0
"김상욱, 尹 '관저 만찬' 보도에 ""제왕적…염치가 있어야""","김재섭도 ""尹 막후정치 매우 부적절, 당에 도움 안 돼""…韓 차출론에 '4불가론' 눈길윤석열 전 대통령이 헌법재판소 결정으로 파면당한 후에도 한남동 관저에서 외부 인사들을 불러 만찬을 했다는 언론 보도에 대해, 국민의힘 김상욱 의원이 ""윤 전 대통령이 제왕적인 면이 있다는 생각""이라며 ""염치가 있어야 하지 않느냐""고 비판했다",1
[뉴스NIGHT] 대통령 윤석열을 파면한다. 헌법재판관 8명 '만장일치',보면 오늘 의총이 있었고 6일에 또 의총을 열 텐데 저희 당 입장에서는 빨리 선거체제로 바뀌는 그런 과정을 결정하는 그런 의총이 돼야 한다,1
"이재명 ""진짜 대한민국 만들 것""…예비후보 등록",<앵커> 이재명 민주당 전 대표가 대선 출마를 공식 선언했습니다,0
"'단기필마' 김동연의 숨 가쁜 관세외교, 트럼프 외교 핵심 인사까지 만났다",반가워했다,0
"[뉴스하이킥] 장윤선 ""김건희, 尹 계엄 이유 국민에게 직접 설명하겠다 주장.. 주변에서 말리느라 힘들었다 해""",거 아닙니까? 이런 거예요,1
[단독] 대선 날짜 6월 3일 결론…다음 주 화요일 발표,【 앵커멘트 】 윤석열 전 대통령의 파면 선고로 조기 대선 시계가 빠르게 움직이고 있습니다,0
"[데일리안 오늘뉴스 종합] 권성동 ""지금은 대통령 궐위 상태…한 대행 권한행사 논란 소지 無"", 김문수 중도 확장성 지적에 '발끈' …""25만원 말고 임금 체불이나 해결해라"", 5대 은행장 국민의힘 만나 ""경제 방파",사항은 없다”는 입장을 냈다,1
감사원·인권위 ‘윤 옹호·두둔’…윤석열 집권 3년간 ‘신뢰 추락’,정치적 공격 “대통령의 임명 권한 축소 등 독립성·중립성 지킬 개혁을” 최재해 감사원장은 2022년 7월 국회에 출석해 “감사원은 대통령의 국정운영을 지원하는 기관”이라며 정치적 중립성을 부정하는 인식을 드러냈다,1
“1차 경선 4명·2차 경선 2명 압축”…반응 엇갈려,"[앵커]이런 가운데, 국민의힘은 대선 후보 선출 방식을 확정했습니다.1차 국민 여론조사로 후보 4명을 압축하고, 이를 다시 2명으로 추려 최종 1명을 정하기로 했습니다.후보자들의 반응은 엇갈렸습니다.박영민 기자의 보도입니다.[리포트] 출마자가 열 명 안팎으로 예상되는 국민의힘 대선후보 경선",0
"한동훈 ""한덕수 출마론, 주변에서 집중력 흩트려놓을 필요 없어""","대선 출마를 선언한 한동훈 전 국민의힘 대표가 당내에서 제기되는 한덕수 대통령 권한대행 국무총리에 대한 출마론을 두고, ""본인이 말씀을 안 하시는데 주변에서 그렇게 해서 집중력을 흩트려놓을 필요는 없다""고 밝혔습니다.한 전 대표는 울산시 HD현대중공업 협력사 간담회를 마친 뒤 ""우리를 둘러싼 세계 상황이 녹록지 않고 정부가 지금 이 공백 상황에서 제대로 대응하는 게 정말 필요하다, 한덕수 총리께서 그 역할을 잘해주시고 있다고 생각한다""며 이같이 말했습니다.한 전 대표는 이재명 전 더불어민주당 대표의 출마 선언 영상을 두고는 ""자세한 내용은 봤는데 정확하게 무슨 내용인지 기억이 잘 안 난다""며 ""보긴 봤는데 대통령이 되고 싶다, 이건 제가 알겠는데 어떤 나라를 만들겠다는 말인지 잘 모르겠다""고 말했습니다.1박 2일 일정으로 울산과 부산 방문에 나선 한 전 대표는 울산의 자동차 부품 제조업체를 방문한 데 이어 HD현대중공업 협력사 간담회를 열었는데, 이 자리에는 서범수·우재준·진종오·한지아 의원이 배석했습니다.",1
"민주당, 대선 경선룰 가닥 '당원투표 50%·국민여론조사 50%'",더불어민주당 대선 경선에 출마한 이재명 예비후보가 11일 서울 여의도 국회 소통관에서 집권 청사진 등을 소개하는 '비전 선포식 및 캠프 일정 발표'를 하기 위해 이동하고 있다,0
"고용부, 심우정 검찰총장 딸 '특혜채용 의혹' 조사 착수",서울지방고용청에 이관…외교부·국립외교원 조사할 듯 심우정 검찰총장 ⓒ News1 김성진 기자 (세종=뉴스1) 나혜윤 기자 = 고용노동부가 심우정 검찰총장 딸의 외교부·국립외교원 특혜 채용 의혹에 대한 조사에 나선다고 8일 밝혔다,0
“尹이 이완규 지명했다”…헌법재판관 지명에 날세운 민주당,지명 무력화 법 개정까지 강행 이완규 “韓권한대행 결정존중 尹 전대통령 파면 이견 없어” 이완규 법제처장이 9일 국회 법사위에서 발언하고 있다,1
"국민 삶, 제대로 한번 바꿔보겠다... <분노를 넘어, 김동연> 출간",더 열심히 할 사람은 없다고 생각했다,0
"대구시, 11일 0시부터 행정부시장 대행 체제…오전엔 洪 시장 퇴임식","인생의 마지막 소임으로 선진대국시대, 그레이트 코리아를 만드는 데 모든 걸 바치겠다”고 말했다",1
김부겸 전 총리 부친상 찾은 이재명 대표,(서울=뉴스1) 김지현 기자 = 이재명 더불어민주당 대표가 1일 서울 송파구 아산병원 장례식장을 찾아 김부겸 전 총리 부친상 조문을 한 뒤 김 전 총리와 대화하고 있다,0
"우 의장, 개헌 관련 기자회견",우원식 국회의장이 6일 서울 여의도 국회 사랑재에서 개헌 관련 기자회견을 하고 있다,0
고향인 안동 찾아 부모 선영 참배하는 이재명 예비후보,(서울=연합뉴스) 더불어민주당 이재명 대선 예비후보가 12일 고향인 경북 안동을 방문해 부모 선영을 참배하고 있다,0
"박지원 ""'개천 용' 이재명, '소년공'에서 대통령으로..신선, 진짜 대단, 트럼프도 인정""[여의도초대석]",대한민국을 만들겠다고 하는 이재명의 포부에는 반드시 개헌이 포함됐으면 좋겠다,1
"[인터뷰] 이철우 ""새 인물이 후보 되어야 감동…尹, 배신 상처 있어보여""","당은) 반성해야 한다""고 지적했다",1
"경호처, 법원에 윤석열 전 대통령 '지하 출입' 요청",윤석열 전 대통령 / 사진=매일경제 DB 대통령 경호처가 오는 14일 윤석열 전 대통령이 형사재판에 출석할 때 지하 주차장으로 출입하게 해달라고 법원에 요청했습니다.오늘(10일) 법조계에 따르면 법원 청사를 관리하는 서울고법은 대통령 경호처로부터 이런 요청을 받았으며 조치를 검토 중입니다,0
"김종혁 ""4.2 재보궐 국민의힘 대패..이재명 한계 드러내""",- 국민의힘 텃밭 '거제시'에서 대패..,1
"[정치맥] 신장식 “담양군수 승리, 이번엔 ‘대민군조’ 성공”","계속 이제 8 대 0 만장일치가 나올 것 같다라고 예상을 하셨는데, 윤 대통령 탄핵 심판 주요 쟁점이 5가지 정도 꼽히잖아요",1
"미래세대 위한 최선의 헌법 준비, 대선 이전·이후 논란은 사소한 문제[광복 80년 새 나라, 새 헌법, 새 미래]",이후 또 하나의 중요한 요소는 유력한 차기 대선 주자이거나 집권이 예상되는 미래세력일 경우 개헌에 대해 적극적 반대 내지는 소극적 찬성 의사를 갖고 있었다는 점이다,1
[인터뷰] 이철우 경북도지사…대선 출마 결심한 이유는?,따르지만은 우리 당 후보는 당심을 많이 보는 그런 게 되었으면 좋겠다 싶습니다.[윤정호 앵커]현직 경북지사시고요,1
"승복 메시지 없이 침묵 이어간 尹, 관저서 선고 지켜볼 듯",법원의 구속취소 청구 인용으로 석방된 윤석열 대통령이 8일 오후 경기 의왕시 서울구치소를 나오면서 지지자들에게 손을 흔들며 웃고 있다,1
윤석열 파면에 북한 아직 '무반응'…박근혜 때는 신속 보도,"윤석열 전 대통령 / 사진=연합뉴스북한이 윤석열 전 대통령 파면 결정이 나온 오늘(4일) 밤까지도 관련 보도를 하지 않고 있습니다.조선중앙통신과 노동당 기관지 노동신문 등 북한 관영매체들은 이날 오후 9시 30분까지 관련 보도를 하지 않았습니다.조선중앙TV 저녁 뉴스에도 윤 전 대통령의 파면 소식은 언급되지 않았습니다.2017년 3월 헌법재판소의 박근혜 전 대통령에 대한 탄핵 인용 결정이 나왔을 때는 2시간 20분 만에 신속하게 보도했던 것과는 다른 양상입니다.이는 남북관계를 '적대적 두 국가관계'로 선언한 것의 연장선에서 의도적 거리두기의 일환일 수 있다는 분석이 나옵니다.북한은 윤 전 대통령의 탄핵안이 국회에서 가결된 지 이틀이 지난 뒤에야 관련 소식을 사실 위주로 간단히 보도했으며, 윤 전 대통령의 비상계엄 선포 후에도 북한 매체들은 일주일 넘게 소식을 전하지 않았습니다.",0
"국민의힘 ""개헌에 동참…당 특위 개헌안 제시할 것""",▲ 국민의힘 권영세 비상대책위원장과 권성동 원내대표가 6일 서울 여의도 국회에서 열린 의원총회에 참석하고 있다,0
"윤, 사흘째 관저 칩거...이번 주 중반 이후 퇴거할 듯",데 56시간이 걸린 것과 비교하면 늦어지는 겁니다,0
"""윤석열 같은 괴물 안 나오게 검찰 개혁""···차규근 조국혁신당 대구시당위원장에게 듣는다","크게 두 가지가 될 수가 있고, 또 한편으로는 이런 위기 상황에서 비록 작지만, 우리 조국혁신당이 국가의 지속 가능성, 그리고 민생 경제를 회복하는 데 어떤 역할을 해야 할지 많은 고민을 하고 있고요",1
"국민 삶, 제대로 한번 바꿔보겠다... <분노를 넘어, 김동연> 출간",내려놓기와 연결되어야 한다,0
[뉴스추적] 개헌 동상이몽…이재명 대표·국민의힘 속내는?,윤석열 정부' 프레임으로 대선을 치르게 됩니다,1
"尹 파면 이틀 후 개헌 띄운 우원식..장성철 ""다분히 정치적 의도 있어 보여""",드리고 그래서 이런 여러 가지가 일단은 있는데 각각 지금은 결과들이 다르니까 일단은 국민의힘 당원과 지지층의 의견이 한번 정리되는 그러한 텀이 좀 필요한 것 같다 그래서 말씀하신 대로 여론조사 상황을 좀 더 지켜볼 필요가 있는 것 같다 이렇게 말씀드립니다,1
"[뉴스하이킥] 박범계 ""한덕수, n차 내란 작전 하듯 헌법재판관 지명.. 이재명 재판 노렸나""",헌법 질서를 수호하는 차원에서는 이견이 없는 정도로 공감대를 갖고 있는 건강한 헌법재판관이라는 게 드러났는데 그중에서 재판을 주도했던 문형배 대행과 이미선 재판관을 임기 만료로 나간 뒤에 느닷없는 두 사람의 보충은 헌법재판관의 구성 자체에 대한 근본적인 변화를 시도하는 거고 ◎ 진행자 > 구성을 알박기하고 싶다,1
"'공천 개입 의혹' 김건희, 검찰 포토라인 피하기 어려운 상황..이제는 예외 없다",출석 아마 대장동 관련 재판으로 저는 기억하는데 이게 선고 한 2주 전까지도 출석을 하라고 얘기를 해 가지고 이재명 대표 측에서 굉장히 반발했다는 거예요,1
이틀째 관저에 머무는 尹 내외…이르면 다음주 퇴거(종합),만에 청와대를 떠나 삼성동 사저로 이사했다,0
"尹 선고 마친 헌재, 휴식 후 10일엔 헌법소원 결론…박성재 사건도 챙길 듯 [윤석열 파면]",논의했다는 사유로 12월 12일 국회에 의해 탄핵 소추됐다,0
"이재명 캠프, ‘김혜경 보좌’에 현역 의원 내정","'김혜경 비서실장'에 정을호 의원 내정배우자 비서실장 정을호… 수행실장은 백승아민주당, 배우자실장 1명에서 2명으로 늘려",0
"'불출마'에 '차출론'까지…국힘 경선 구도 출렁, 충청 표심 어디로","음식점에서 청년 간담회를 열고 청년, 노동 개혁 등을 논의했다",0
[4·2재보선]담양군수 재선거서 정철원 당선…'혁신당 1호 단체장',민주당 경선에서 패배한 뒤 혁신당 지지를 선언하면서 판세가 뒤집혔다,0
"김경수, 한동훈 '李 비판'에 ""대선 불출마 선언부터 하라""","""韓, 국힘에 대국민 사과 요구하고 윤석열 제명 촉구해야"" [서울=뉴시스] 권창회 기자 = 김경수 전 경남지사가 4일 서울 종로구 안국역 인근에서 열린 '윤석열 8대0 파면을 위한 결의대회'에 참석해 시민들과 인사하고 있다",1
"이재명, 대선 출사표...""진짜 대한민국 만들려 출마""",더불어민주당 이재명 전 대표가 제21대 대선 출마를 공식 선언했습니다,0
"대통령실, 복귀 전제로 현충원 답사까지…결국 내려간 '봉황기'",정진석 비서실장 등 수석급 이상 참모진 전원은 일괄 사의를 표명했지만 한덕수 권한대행은 이들의 사표를 반려했습니다,1
"김문수 ""나보다 약자 살피는 사람 없다""...대선 출마하며 선명성·확장성 동시 공략","'체제 수호', '약자 보호' 강조 ""좌우, 중도 모두 통합할 사람은 나"" 당심·민심 두고 경쟁해야… 투트랙 노림수 김문수 전 고용노동부 장관이 9일 국회 소통관에서 21대 대통령 선거 출마 선언 기자회견을 마치고 취재진의 질의를 듣고 있다",0
"행안부 재난안전관리본부장, 여의도 벚꽃축제 현장점검",(서울=연합뉴스) 이한경 행정안전부 재난안전관리본부장이 10일 서울 여의도 봄꽃축제가 열리는 현장을 방문해 인파관리 및 교통통제 등 안전관리대책 상황을 점검하고 있다,0
3년 임기단축 개헌 ‘반대’ 50%·‘찬성’ 39%[한국갤럽],성향별 조사에서도 보수 성향 응답자는 개헌 찬성이 51%로 반대(40%)보다 11%포인트 높았다,1
[아는기자]차기 대권 놓고 양당 경쟁 시작?,[앵커] 파면이 선고되면서 60일 조기대선 레이스가 시작됐습니다,0
"김재원 ""조용한 정청래 수상해…이재명, 헌재결정 알고 있을 것"" [일타뉴스]",스스로도 국정의 혼란을 최단기간에 끝내기 위해서 어떻게든 빨리 선고하겠다고 했잖아요,1
"국민의힘, 내일 중진 간담회·의총…대선 전략 논의","/TV조선 방송화면 캡처국민의힘 지도부가 내일 (6일) 오후 3시 4선 이상 중진 의원들과 간담회를 갖는다.같은 날 오후 4시에 의원총회가 예정돼있는데, 중진의원들과 먼저 만나 대선 계획 등 현안 관련 의견 수렴을 하기 위한 일정으로 풀이된다.중진 간담회에서는 대선 경선 문제와 당내 결속 방안 등을 논의할 것으로 보인다",0
"법원, 윤에 '전례 없는' 특혜…출석부터 법정까지 모두 '비공개'",전 대통령들 피고인석 모습 공개해 온 것과 대비지하통로 진입 허가해달라는 경호처 요청도 수용 [앵커]어제(11일) 윤석열 전 대통령은 서울 한남동 관저를 나와서 서초동 집으로 돌아갔습니다,0
"[뉴스하이킥] 장성철 ""국힘, 집단 최면으로 尹 만세 외치면 버림받아.. 尹과 결별하고 리셋하라""",<장성철 공론센터 소장> - 尹 복귀시공동체 무너져.,1
"민주 ""헌재, 합당한 결론 기대""...당내 '언행 자제령'도","[앵커] 더불어민주당은 오는 4일 윤석열 대통령 탄핵심판 선고에, 헌법재판소가 합당한 결론을 내리길 기대한다며 거듭 파면을 촉구했습니다",0
"한덕수, 美 트럼프 대통령과 통화..트럼프 2기 첫 정상외교","▲한덕수 대통령 권한대행 국무총리, 도널드 트럼프 미국 대통령 [연합뉴스]한덕수 대통령 권한대행 국무총리가 미국 트럼프 대통령과 통화해 트럼프 2기 첫 대화를 나눴습니다.총리실은 8일 한 대행이 도널드 트럼프 미국 대통령과 통화했다고 밝혔습니다.트럼프 2기 행정부 출범 이후 한미 양국 정상이 통화한 것은 이번이 처음입니다.트럼프 대통령은 당선 직후 윤석열 전 대통령과 지난해 11월 7일 12분간 통화하고 한미일 협력과 한미 동맹, 북한의 우크라이나 전쟁 상황, 양국 간 조선 협력 등에 대해 논의한 바 있습니다.#한덕수 #트럼프 #정상외교",0
"재판관이 기소되면 어떡하나?…이완규 ""그건 그때 가서 생각""",[앵커]이완규 법제처장이 헌법재판관 후보자로 기습 지명된 지 하루 만에 국회에 나왔습니다,0
“화장실 청소가 뭐 그리 대수냐” 얼빠진 잼버리 조직위,2023.7.24 여성가족부 제공잼버리 개최도 주먹구구식으로 운영됐다,1
"[뉴스하이킥] 장성철 ""관저 안 나가는 尹? 스크린골프장, 사우나 시설 정리 추측""",이것도 수사 대상인 거죠,1
"김재원 ""尹, 기각 가능성 높다..복귀 후 '임기 단축' 개헌은 글쎄""",이런 부분에 대해서는 좀 정확하지 않다고 봐요,1
지지자와 포옹하는 윤석열 전 대통령,[서울=뉴시스] 황준선 기자 = 윤석열 전 대통령이 11일 오후 서울 용산구 한남동 대통령 관저를 떠나며 지지자와 포옹하고 있다,0
[투나잇이슈] 내일 尹 '운명의 날'…'폭풍전야' 막판 세 대결,높였습니다,1
이석연 前법제처장 “韓대행 재판관 지명은 중대한 법 위반”,"경우, ④ 사임한 경우이다",1
"헌법재판관 지명 후폭풍...""권한 없어 무효"" ""이재명이 임명?""",헌법재판관의 임기는 늘리면서 권한대행의 권한 행사는 제한하려고 하는 이런 비정상적인….] [박은정 / 조국혁신당 의원 : 한덕수 대행이 그러면 비상계엄도 선포하고 전쟁도 선포하고 그러면 되겠네요,1
"이재명 VS 김동연, 서점에서 시작된 대권 레이스… 온라인 일간 1·2위 [6·3 대선 D-53]","더불어민주당 이재명 전 대표의 책 ‘결국 국민이 합니다’ 표지(왼쪽)과 김동연 경기도지사의 책 ‘분노를 넘어, 김동연’이 교보문고 일간 베스트 종합 1, 2위를 각각 차지했다",0
"[대담한7] 대선 정국, 충북 정치 변화와 대응 전략은?",도지사를 비롯한 단체장들의 노력이 필요한데 이 부분에서 우리가 더 의미를 부여한다면 사실 국민들께서 여야 간에 정파 간에 전쟁 같은 경쟁 때문에 굉장히 힘들어하지 않습니까? 그런데 이러한 지역적인 문제에서는 여야가 없거든요,1
"[데일리안 오늘뉴스 종합] 윤 전 대통령, 서초동 사저 복귀, 민주당, 경선룰 12일 결정, 양기대 ""민주당 경선룰, 당내 화합 역행하는 방향"" 등",5시 14분께 차량에 탑승해 한남동을 떠났다,1
"우원식이 띄운 개헌‥이재명 ""내란종식부터"", 국민의힘 ""환영""","[뉴스데스크]◀ 앵커 ▶우원식 국회의장이 조기대선과 개헌 국민 투표를 동시에 실시하자고 제안한 데 대해, 더불어민주당 이재명 대표는 ""내란 종식이 먼저""라며 사실상 거부 의사를 밝혔습니다.다만, 5.18 정신의 헌법 전문 수록과 비상계엄 요건을 강화하는 내용이라면 개헌을 수용할 뜻이 있다고 했는데요.김지인 기자가 보도합니다.◀ 리포트 ▶'대선일에 맞춰 개헌 국민투표를 하자'는 우원식 국회의장의 제안에 대해 더불어민주당 이재명 대표가 사실상 거부 의사를 밝혔습니다.개헌 필요성엔 공감하지만 ""지금은 내란 종식이 먼저""라는 겁니다",1
"유시민 ""이재명, 대통령 가능성 상당…檢 유혹만 안 넘어가면 돼""","""다음 대통령, 무조건 검찰개혁 할 것"" 유시민 작가가 이재명 더불어민주당 대표의 대통령 당선 확률을 높게 점치면서 단 한 가지만 조심하면 아주 쉽게 검찰 개혁을 완수할 것이라고 말했다",0
"이준석, '성공보수 미지급' 패소…""7700만원 지급해야""",비대위로 전환하려 시도했다,0
"美, ‘尹 파면’ 첫 공식 입장…한미 동맹·방위 공약 재확인",[앵커]윤석열 전 대통령이 파면된 이후 미국이 첫 공식 반응을 내놨습니다,0
"조갑제 ""관저 떠난 윤석열, 사저 정치 어렵다..재판 받으러 다닐 일만 남아""","- 윤석열, 사저 정치 시도해도 여론이 따라주지 않을 것 - 8대0 헌재 결정문, 역사에 남을 명문…반론 여지 없다 - 윤석열 지지하면 본선서 짐 된다…경선에도 영향 - 부정선거 음모론 따라간 국민의힘, 보수 대표 자격 상실 [YTN 라디오 신율의 뉴스정면승부] ■ 방송 : FM 94.5 (17:00~19:00) ■ 방송일 : 2025년 4월 11일 (금) ■ 진행 : 신율 명지대 정치외교학과 교수 ■ 대담 : 조갑제 조갑제닷컴 대표 - 한덕수, 트럼프 통화·재판관 지명·CNN 인터뷰…출마 명분 쌓는 중 - 한덕수, 민주당 과잉대응 유도했을 수도…탄핵 소추 시 출마 명분 확실 - 한덕수 2% 지지율 의미 없다…국민의힘 결집 땐 차별성 생긴다 - 보수 분열 상황…무소속 한덕수 단일화 가능성 충분 - 이준석은 끝까지 자기 길 갈 것…단일화해도 양보 안 해 * 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기를 바랍니다",1
한덕수 “미국 관세 부과에 맞서지 않고 협상”,"[앵커] 한덕수 권한대행은 미국 언론과 인터뷰를 갖고, 관세부과에 맞서지 않고 협상하겠다는 뜻을 분명히 했습니다",0
"[속보] 국힘, 내일 선관위 구성 추인…의총서 지도부 재신임 결론",국민의힘은 오는 7일 열리는 비상대책위원회의에서 대선 경선을 위한 당 선거관리위원회 구성안을 추인한다고 밝혔다,0
"[현장] 트럼프 '비관세 장벽'에 맞선 국회·학계 ""망 무임승차는 공유지의 비극 불러와""","김우영 의원실·한국소통학회 토론회 ""망 이용대가·요금 차별·가짜뉴스 등 규제 필요"" 구글·페이스북·넷플릭스 등 모바일 애플리케이션(앱)이 스마트폰에 설치되어 있다",0
"입법조사처 ""위헌 소지""…'재판관 지명' 공방","신청하고, 권한쟁의 심판을 청구했습니다",0
"나경원 ""尹 탄핵 참담…野 '일당독재' 고려 못한 판단""","안된다""면서 ""이제는 비통함을 넘어 비장한 각오를 다질 때""라고 강조했다",1
조기 대선…변수와 관전 포인트 전망,[앵커] 정치권은 당장 대선 후보를 각자 뽑아야 합니다,0
새울원자력본부 방문한 한동훈 전 대표,"(서울=뉴스1) 김민지 기자 = 한동훈 국민의힘 전 대표가 11일 울산광역시 울주군 한국수력원자력 새울원자력본부를 방문, 현장을 둘러보고 있다",0
[뉴스프라임] 내일 尹 탄핵심판 선고…헌재 긴장 최고조,재판관들의 출근길 취재 요청을 전부 허가하지 않기로 했으나 일부 수용하는 걸로 바꿨습니다,0
"이재명, ‘잘사니즘’ 들고 대권 도전 “국민의 도구 될 것”","큰 재도약의 디딤돌로 만든 국민이 있기에, 내란마저 극복하고 세계를 선도할 새로운 대한민국을 만들어낼 수 있으리라 확신한다”고 말했다",0
김문수 “이재명 꺾을 수 있다면 누구라도 ‘빅텐트’로”,"그 부분이 친윤 이미지가 중도 확장에 걸림돌이 되지 않겠냐는 시각이 있는데 어떻게 보십니까? 그러나 그것은 일정한 한계, 예를 들면 윤석열 대통령이 탄핵 파면된 이 과정 자체가 우리 당 자체에 어려움이 있고",0
"박용진 ""'어차피 후보는 이재명' 수치상으로 부인 어려워..민주당도 전략 짜야""",가지고 있으면서 국민 통합의 어떤 그림을 또 제시할 줄 아는 사람이면 민주당으로서는 어렵죠,1
"트럼프, 관세 청구서… “방위비-조선업-LNG 등 원스톱 쇼핑”",서명한 국가별 상호관세 조치 행정명령이 발효되기 약 17시간 전 이뤄졌다,0
우의장 개헌 제안 온도차…민주 '반발' 국힘 '동조'(종합2보),"""두 손 들어 환영한다""고 했다",1
오세훈 불출마·민주 오늘 경선룰 확정...요동치는 대선 정국,"있는 바로는 저는 국민의힘의 다양한 다양한 스펙트럼을 들을 때 가장 우측에 김문수 전 장관 그다음에 홍준표 시장, 그다음에 오세훈 시장 그리고 한동훈 전 대표",1
"국민의힘, 장제원 사망에 '추모'·'조문'…'피해자' 언급은 소수 그쳐","참기 어려운 고통이었을지도 모른다""고 하거나 ""언론사의 선정적 보도""를 탓하는 등 2차 가해에 가까운 발언을 했다",1
"尹 파면…국민의힘 ""책임 통감"" 민주 ""국민 승리""","탄핵된 것은 다신 없어야 할 대한민국 헌정사의 비극""이라며 ""저 자신을 포함한 정치권 모두가 깊이 성찰하고 책임을 통감해야 될 일""이라고 강조했다",1
오세훈·이정현은 불출마…김문수·나경원은 단일화 군불?,"백을 기꺼이 메겠다""며 ""국민의힘은 국민을 감동시킬 비상수단이 있다면 망설임 없이 써야 한다""고 밝혔다",0
[뉴스프라임] 헌재 전원일치로 윤석열 전 대통령 파면…정국 전망은,<출연: 이창근 국민의힘 하남을 당협위원장·배종호 한국정치평론가협회장> 헌재가 전원일치로 윤 전 대통령의 파면을 선고했습니다,0
탄핵의 밤,[서울=뉴시스] 황준선 기자 = 윤석열 전 대통령이 파면된 4일 오후 서울 용산구 한남동 대통령 관저에 조명이 켜져 있다,1
